繁體,簡體,拼音,詞例,定義,又作
襄,襄,sœːŋ˥
驤,骧,sœːŋ˥
熵,熵,sœːŋ˥
相,相,sœːŋ˧,相貌，相親，相國，相命，相字，長相，面相，福相，窘相，吃相，丞相，宰相，儐相，寒酸相，窮酸相，相機而動，相夫教子，吉人天相，人不可貌相,審視，察看，辨察，占卜；外表，容貌，外形，模樣；官名
想,想,sœːŋ˧˥
賞,赏,sœːŋ˧˥
鯗,鲞,sœːŋ˧˥
上,上,sœːŋ˨,上面，上級，上次，上午，上輩，山上，以上，晚上，馬上,位置在高處
尚,尚,sœːŋ˨
嫦,嫦,sœːŋ˨˩
嚐,尝,sœːŋ˨˩
嘗,尝,sœːŋ˨˩
徜,徜,sœːŋ˨˩
裳,裳,sœːŋ˨˩
常,常,sœːŋ˨˩
償,偿,sœːŋ˨˩
上,上,sœːŋ˩˧,上山，上樓，上街，上學，上班，上油，上來，上市，上車,（動詞）上升
犀,犀,sɐi˥
嘶,嘶,sɐi˥
硒,硒,sɐi˥
西,西,sɐi˥
篩,筛,sɐi˥
舾,舾,sɐi˥
樨,樨,sɐi˥
茜,茜,sɐi˥,"",（人名用字）
婿,婿,sɐi˧
世,世,sɐi˧
細,细,sɐi˧
勢,势,sɐi˧
使,使,sɐi˧˥,使用，使喚，支使，驅使，假使，即使，迫使，促使,（口語）用，差遣，令
洗,洗,sɐi˧˥
駛,驶,sɐi˧˥
逝,逝,sɐi˨
筮,筮,sɐi˨
噬,噬,sɐi˨
誓,誓,sɐi˨
舐,舐,sɐi˩˧/sɐi˧˥
塞,塞,sɐk˥,塞滿，塞子，塞住，塞車，塞責，耳塞，活塞，木塞，瓶塞，堵塞，閉塞，阻塞，充塞，搪塞，軟木塞，閉目塞聽,堵，填滿，阻隔，受阻，不暢，不通
噻,噻,sɐk˥
深,深,sɐm˥
心,心,sɐm˥
芯,芯,sɐm˥,燈芯,去皮的燈心草
參,参,sɐm˥,參茶，參茸，參星，參商，參鬚，人參，黨參，高麗參，動如參商,一種草藥植物；二十八宿之一,蔘
森,森,sɐm˥
琛,琛,sɐm˥
郴,郴,sɐm˥
鰺,鲹,sɐm˥
滲,渗,sɐm˧
沁,沁,sɐm˧
嬸,婶,sɐm˧˥
審,审,sɐm˧˥
沈,沈,sɐm˧˥
瀋,沈,sɐm˧˥
什,什,sɐm˨,什麼,（疑問詞）,甚
甚,甚,sɐm˨
椹,葚,sɐm˨
涔,涔,sɐm˨˩
岑,岑,sɐm˨˩
忱,忱,sɐm˨˩
梣,梣,sɐm˨˩
諶,谌,sɐm˨˩
砷,砷,sɐn˥
娠,娠,sɐn˥
呻,呻,sɐn˥
伸,伸,sɐn˥
新,新,sɐn˥
薪,薪,sɐn˥
燊,燊,sɐn˥
身,身,sɐn˥
申,申,sɐn˥
紳,绅,sɐn˥
辛,辛,sɐn˥
鋅,锌,sɐn˥
莘,莘,sɐn˥
腎,肾,sɐn˨
慎,慎,sɐn˨
蜃,蜃,sɐn˨/sɐn˩˧
晨,晨,sɐn˨˩
辰,辰,sɐn˨˩
神,神,sɐn˨˩
臣,臣,sɐn˨˩
濕,湿,sɐp˥,"","",溼
澀,涩,sɐp˥/sɪk˥/kiːp˧
霎,霎,sɐp˧
十,十,sɐp˨
拾,拾,sɐp˨
蝨,虱,sɐt˥
室,室,sɐt˥
失,失,sɐt˥
膝,膝,sɐt˥
瑟,瑟,sɐt˥
璱,璱,sɐt˥
實,实,sɐt˨
收,收,sɐu˥
修,修,sɐu˥
羞,羞,sɐu˥
颼,飕,sɐu˥
螋,螋,sɐu˥
餿,馊,sɐu˥
嗖,嗖,sɐu˥,"",（象聲詞）迅速通過的聲音
饈,馐,sɐu˥
搜,搜,sɐu˥/sɐu˧˥,搜集，搜羅,尋求，尋找,蒐
宿,宿,sɐu˧,星宿，二十八宿,（天文學）星的集合體
獸,兽,sɐu˧
狩,狩,sɐu˧
嗽,嗽,sɐu˧
鏽,锈,sɐu˧,"","",銹
繡,绣,sɐu˧,"","",綉
漱,漱,sɐu˧
琇,琇,sɐu˧
瘦,瘦,sɐu˧
秀,秀,sɐu˧
手,手,sɐu˧˥
首,首,sɐu˧˥
嗾,嗾,sɐu˧˥
擻,擞,sɐu˧˥
守,守,sɐu˧˥
搜,搜,sɐu˧˥,搜身，搜捕,搜索檢查
藪,薮,sɐu˧˥
叟,叟,sɐu˧˥
艘,艘,sɐu˧˥/sɐu˥
授,授,sɐu˨
綬,绶,sɐu˨
售,售,sɐu˨
受,受,sɐu˨
壽,寿,sɐu˨
仇,仇,sɐu˨˩,仇人，仇恨，仇敵，結仇，恩仇，報仇，深仇大恨，恩將仇報，疾惡如仇,敵人，怨恨，敵意，報復
愁,愁,sɐu˨˩
笙,笙,sɐŋ˥
生,生,sɐŋ˥/saːŋ˥
擤,擤,sɐŋ˧
蹭,蹭,sɐŋ˧
鰓,鳃,sɔːi˥
腮,腮,sɔːi˥
朔,朔,sɔːk˧
索,索,sɔːk˧,繩索
槊,槊,sɔːk˧
矟,矟,sɔːk˧
蒴,蒴,sɔːk˧
數,数,sɔːk˧,頻數，數見不鮮,屢次，頻頻
索,索,sɔːk˧/saːk˧,索引，索取，搜索，線索
喪,丧,sɔːŋ˥,喪禮，喪葬,跟死人有關的事
桑,桑,sɔːŋ˥
喪,丧,sɔːŋ˧,喪失，喪氣，喪命,丟掉，失去
爽,爽,sɔːŋ˧˥
嗓,嗓,sɔːŋ˧˥
搡,搡,sɔːŋ˧˥
塽,塽,sɔːŋ˧˥
唆,唆,sɔː˥
嗦,嗦,sɔː˥
蔬,蔬,sɔː˥
疏,疏,sɔː˥
蓑,蓑,sɔː˥,"","",簑
梭,梭,sɔː˥
梳,梳,sɔː˥
羧,羧,sɔː˥
娑,娑,sɔː˥
莎,莎,sɔː˥,莎草,香附子，一種草本植物
所,所,sɔː˧˥
嗩,唢,sɔː˧˥
鎖,锁,sɔː˧˥
瑣,琐,sɔː˧˥
傻,傻,sɔː˨˩
錫,锡,sɛːk˧
碩,硕,sɛːk˨
石,石,sɛːk˨,石頭，岩石,堅硬的塊狀物
些,些,sɛː˥
賒,赊,sɛː˥
瀉,泻,sɛː˧
赦,赦,sɛː˧
舍,舍,sɛː˧
卸,卸,sɛː˧
猞,猞,sɛː˧
捨,舍,sɛː˧˥
寫,写,sɛː˧˥
麝,麝,sɛː˨
射,射,sɛː˨
蛇,蛇,sɛː˨˩,蛇皮，毒蛇
畲,畲,sɛː˨˩
佘,佘,sɛː˨˩
社,社,sɛː˩˧
式,式,sɪk˥
飾,饰,sɪk˥
晰,晰,sɪk˥
析,析,sɪk˥
色,色,sɪk˥
適,适,sɪk˥
媳,媳,sɪk˥
嗇,啬,sɪk˥
釋,释,sɪk˥
淅,淅,sɪk˥
蟋,蟋,sɪk˥
悉,悉,sɪk˥
螫,螫,sɪk˥,螫針，螫傷,毒蟲刺人
熄,熄,sɪk˥
軾,轼,sɪk˥
昔,昔,sɪk˥
皙,皙,sɪk˥
息,息,sɪk˥
拭,拭,sɪk˥
蜥,蜥,sɪk˥
識,识,sɪk˥,識別，識字，認識，見識，知識，常識，膽識，素不相識,知道，認得，認識
惜,惜,sɪk˥
銫,铯,sɪk˥
瘜,瘜,sɪk˥
奭,奭,sɪk˥
窸,窸,sɪk˥
裼,裼,sɪk˥/sɪk˧,袒裼，袒裼裸裎,（古）長衣
蝕,蚀,sɪk˨
食,食,sɪk˨
陞,升,sɪŋ˥
惺,惺,sɪŋ˥
猩,猩,sɪŋ˥
星,星,sɪŋ˥
勝,胜,sɪŋ˥,勝任，不勝，不勝枚舉，不可勝數，數不勝數,能承受，禁得起
昇,升,sɪŋ˥
升,升,sɪŋ˥
腥,腥,sɪŋ˥/sɛːŋ˥
聲,声,sɪŋ˥/sɛːŋ˥
聖,圣,sɪŋ˧
勝,胜,sɪŋ˧,勝利，戰勝，勝訴，勝過，勝似，勝於，勝會，勝地，勝景，取勝，名勝，獲勝，優勝，打勝仗，略勝一籌，名山勝景，以少勝多，引人入勝，旗開得勝，出奇制勝,打敗，超過；優美
姓,姓,sɪŋ˧
性,性,sɪŋ˧
省,省,sɪŋ˧˥,反省，不省人事
醒,醒,sɪŋ˧˥/sɛːŋ˧˥
剩,剩,sɪŋ˨
盛,盛,sɪŋ˨,茂盛，昌盛，興盛，盛大，盛開，盛事，盛傳，盛宴，盛怒，盛情，盛意，盛會，盛產，盛舉，盛行，盛裝，盛誇，盛讚，盛饌，旺盛，繁盛，豐盛，盛情難卻，盛況空前，全盛時期，年輕氣盛，桃花盛開，生意興盛,興旺，繁榮，隆重；大規模，程度深，極為
嵊,嵊,sɪŋ˨
丞,丞,sɪŋ˨˩
城,城,sɪŋ˨˩
成,成,sɪŋ˨˩
承,承,sɪŋ˨˩
乘,乘,sɪŋ˨˩
盛,盛,sɪŋ˨˩,盛飯，盛湯，盛水，盛滿，盛不了，盛水不漏,用容器裝東西
繩,绳,sɪŋ˨˩
誠,诚,sɪŋ˨˩
澠,渑,sɪŋ˨˩,澠水,（古河流名）
晟,晟,sɪŋ˨˩
宬,宬,sɪŋ˨˩
玹,玹,sɪŋ˨˩
芯,芯,sɵn˥,芯子,引線，物體的中心部分
殉,殉,sɵn˥
詢,询,sɵn˥
峋,峋,sɵn˥
荀,荀,sɵn˥
珣,珣,sɵn˥
洵,洵,sɵn˥
信,信,sɵn˧
舜,舜,sɵn˧
瞬,瞬,sɵn˧
巽,巽,sɵn˧
迅,迅,sɵn˧
遜,逊,sɵn˧
汛,汛,sɵn˧
訊,讯,sɵn˧
浚,浚,sɵn˧,浚縣,（地名）,濬
囟,囟,sɵn˧/sɵn˧˥,"","",顖
筍,笋,sɵn˧˥
榫,榫,sɵn˧˥
順,顺,sɵn˨
醇,醇,sɵn˨˩
脣,唇,sɵn˨˩
淳,淳,sɵn˨˩
純,纯,sɵn˨˩
馴,驯,sɵn˨˩
鶉,鹑,sɵn˨˩/tsʰɵn˥
恤,恤,sɵt˥
摔,摔,sɵt˥
蟀,蟀,sɵt˥
率,率,sɵt˥,率先，率領，率隊，率團，率真，率性，率然，直率，輕率，草率，表率，坦率，粗率,領先，帶領；直爽，坦白，不慎重，不細心
戌,戌,sɵt˥
窣,窣,sɵt˥
述,述,sɵt˨
術,术,sɵt˨
沭,沭,sɵt˨
秫,秫,sɵt˨
睢,睢,sɵy˥
衰,衰,sɵy˥,衰老，衰弱，衰退，衰敗，興衰，盛衰，衰微,變弱，減退
雖,虽,sɵy˥
胥,胥,sɵy˥
須,须,sɵy˥
荽,荽,sɵy˥
綏,绥,sɵy˥
需,需,sɵy˥
濉,濉,sɵy˥
說,说,sɵy˧,說服，說客，游說,勸說，用言語勸人
稅,税,sɵy˧
帥,帅,sɵy˧
歲,岁,sɵy˧
碎,碎,sɵy˧
水,水,sɵy˧˥
祟,祟,sɵy˨
穗,穗,sɵy˨
瑞,瑞,sɵy˨
隧,隧,sɵy˨
萃,萃,sɵy˨
邃,邃,sɵy˨
燧,燧,sɵy˨
睡,睡,sɵy˨
粹,粹,sɵy˨
遂,遂,sɵy˨
悴,悴,sɵy˨
彗,彗,sɵy˨
瘁,瘁,sɵy˨/sɵy˩˧
誰,谁,sɵy˨˩
垂,垂,sɵy˨˩
陲,陲,sɵy˨˩
墅,墅,sɵy˩˧
髓,髓,sɵy˩˧
緒,绪,sɵy˩˧
絮,絮,sɵy˩˧/sɵy˨
夙,夙,sʊk˥
僳,僳,sʊk˥
宿,宿,sʊk˥,宿舍，宿願，宿敵，宿命，宿醉，住宿，歸宿，寄宿，投宿，露宿，通宿，一宿，半宿，整宿，住一宿，三天兩宿,住，過夜；年老的；素有的，舊有的；（量詞）計算夜數
蓿,蓿,sʊk˥
鷫,鹔,sʊk˥
倏,倏,sʊk˥
粟,粟,sʊk˥
叔,叔,sʊk˥
肅,肃,sʊk˥
縮,缩,sʊk˥
謖,谡,sʊk˥
淑,淑,sʊk˨
塾,塾,sʊk˨
菽,菽,sʊk˨
孰,孰,sʊk˨
蜀,蜀,sʊk˨
贖,赎,sʊk˨
熟,熟,sʊk˨
屬,属,sʊk˨
鬆,松,sʊŋ˥
從,从,sʊŋ˥,從容，從容不迫,舒緩不急，不緊張的樣子
淞,淞,sʊŋ˥
忪,忪,sʊŋ˥,惺忪，睡眼惺忪,未睡醒的樣子
嵩,嵩,sʊŋ˥
菘,菘,sʊŋ˥
宋,宋,sʊŋ˧
送,送,sʊŋ˧
聳,耸,sʊŋ˧˥
竦,竦,sʊŋ˧˥
慫,怂,sʊŋ˧˥
悚,悚,sʊŋ˧˥
崇,崇,sʊŋ˨˩
呆,呆,taːi˥,呆子，書呆子，呆一會兒,發愣，死板，不靈活，不自然,獃
帶,带,taːi˧
戴,戴,taːi˧
歹,歹,taːi˧˥
大,大,taːi˨
擔,担,taːm˥,擔米，擔柴，擔水，擔當，擔心，擔負，擔任，擔憂，擔保，擔待，負擔，承擔，分擔，擔風險，擔當重任，擔負責任,用肩膀挑，負責，負起，承當；憂慮，記掛，操心
耽,耽,taːm˥
眈,眈,taːm˥
儋,儋,taːm˥
聃,聃,taːm˥
石,石,taːm˧,一石米,市制容量單位
擔,担,taːm˧,擔子，扁擔，重擔，貨郎擔，挑重擔，勇挑重擔，生活重擔,挑東西的工具；肩負的責任、工作、任務
膽,胆,taːm˧˥
氮,氮,taːm˨
淡,淡,taːm˨,淡忘，冷淡，平淡，淡月，淡季，淡淡地說,感情不深，不熱心；沒有意味；生意不興旺
澹,澹,taːm˨,澹災,消除
窞,窞,taːm˨
萏,萏,taːm˨
淡,淡,taːm˨/tʰaːm˩˧,淡水，淡綠，淡酒，清淡,鹽份少，不鹹；某成分少，不濃
單,单,taːn˥,單薄，單獨，單純，單程，簡單，帳單，床單,一個，獨自，不複雜
鄲,郸,taːn˥
丹,丹,taːn˥
殫,殚,taːn˥
癉,瘅,taːn˥,癉瘧，癉熱,中醫指瘧疾的一種
旦,旦,taːn˧
誕,诞,taːn˧
癉,瘅,taːn˧,癉惡，卒癉，彰善癉惡,憎恨
彈,弹,taːn˧˥,彈頭，彈丸，彈弓，彈道，彈藥，子彈，導彈，炮彈，炸彈，中彈，原子彈，手榴彈,（口語）彈弓或槍械發射的小丸；炸彈之類的爆炸物
蛋,蛋,taːn˨
但,但,taːn˨
彈,弹,taːn˨,彈射，彈性，彈力，彈簧，彈指，彈跳，彈頭，彈丸，彈弓，彈道，彈藥，動彈，反彈，子彈，導彈，炮彈，炸彈，中彈，彈棉花，原子彈，手榴彈,（名詞）彈弓或槍械發射的小丸；炸彈之類的爆炸物；（動詞）物體由緊縮到伸展產生力量
憚,惮,taːn˨
疍,疍,taːn˨
撢,掸,taːn˩˧,撢子，撢土，撢衣服，雞毛撢子,拂塵用具，以雞毛或不條作成；用撢子掃去灰塵,撣
撣,掸,taːn˩˧,撣撣,儆戒；恭敬
搭,搭,taːp˧
耷,耷,taːp˧
答,答,taːp˧
瘩,瘩,taːp˧
踏,踏,taːp˨
蹋,蹋,taːp˨
沓,沓,taːp˨
靼,靼,taːt˧
妲,妲,taːt˧/tʰaːn˧˥
達,达,taːt˨
繨,繨,taːt˨
噠,哒,taːt˨
薘,荙,taːt˨
打,打,taː˥,一打雞蛋，一打鉛筆,（量詞）指十二個
打,打,taː˧˥,打鼓，打掃，打更，打碎，打人，打架，打仗，打獵，打開，打賭，打算，敲打，拍打，攻打，毆打，打招呼，打擂台，打噴嚏，打呵欠，打草驚蛇，打抱不平，打退堂鼓，精打細算，一網打盡，趁火打劫，無精打采,拍，敲，捶，敲擊，拍打；也表示某些特定的動作、活動、行動等
地,地,tei˨
掂,掂,tiːm˥
店,店,tiːm˧
玷,玷,tiːm˧
惦,惦,tiːm˧
踮,踮,tiːm˧
點,点,tiːm˧˥
顛,颠,tiːn˥
巔,巅,tiːn˥
癲,癫,tiːn˥
墊,垫,tiːn˧,墊高，墊好，墊平，墊上，墊桌子,（動詞）襯托
墊,垫,tiːn˧˥,墊子，椅墊，鞋墊，靠墊，草墊,（名詞）襯托的東西
典,典,tiːn˧˥
碘,碘,tiːn˧˥/tiːn˥
靛,靛,tiːn˨
澱,淀,tiːn˨
電,电,tiːn˨
墊,垫,tiːn˨,墊錢，墊款,暫時替別人付款
佃,佃,tiːn˨
殿,殿,tiːn˨
甸,甸,tiːn˨
奠,奠,tiːn˨
疊,叠,tiːp˨
碟,碟,tiːp˨
蝶,蝶,tiːp˨
喋,喋,tiːp˨
牒,牒,tiːp˨
諜,谍,tiːp˨
鰈,鲽,tiːp˨
跌,跌,tiːt˧
耋,耋,tiːt˨
迭,迭,tiːt˨
秩,秩,tiːt˨
瓞,瓞,tiːt˨
雕,雕,tiːu˥,"","",彫
貂,貂,tiːu˥
叼,叼,tiːu˥
鯛,鲷,tiːu˥
凋,凋,tiːu˥
刁,刁,tiːu˥
丟,丢,tiːu˥
碉,碉,tiːu˥
鵰,雕,tiːu˥
弔,吊,tiːu˧,弔唁，弔孝，弔喪,祭奠死者
吊,吊,tiːu˧,懸吊，吊橋，吊銷,懸掛，懸掛的；收回，扣留
釣,钓,tiːu˧
銱,铞,tiːu˧
屌,屌,tiːu˧˥
掉,掉,tiːu˨
調,调,tiːu˨,調查，調動，調職，調遣，調離，調配，調子，曲調，腔調，低調，強調，聲調，論調，情調，步調，單調
都,都,tou˥
嘟,嘟,tou˥
叨,叨,tou˥,叨念，叨叨，嘮叨，絮叨，念叨，磨叨，絮絮叨叨,羅嗦，話多
刀,刀,tou˥
倒,倒,tou˧,倒是，倒車，倒立，倒數，倒退，倒序，倒過來，倒不如，喝倒彩，倒背如流，本末倒置,相反的，反面的，位置弄反了的；向後；跟意料相反
妒,妒,tou˧
蠹,蠹,tou˧
到,到,tou˧
倒,倒,tou˧˥,倒塌，倒向，倒霉，倒閉，倒換，倒茶，倒水，倒胃口，摔倒，跌倒，顛倒，倒垃圾，排山倒海,豎立的東西落下來；轉換，更換，調轉；使容器裡的東西出來
賭,赌,tou˧˥
堵,堵,tou˧˥
搗,捣,tou˧˥
島,岛,tou˧˥
睹,睹,tou˧˥
盜,盗,tou˨
稻,稻,tou˨
杜,杜,tou˨
導,导,tou˨
蹈,蹈,tou˨
度,度,tou˨,度過，度假，度量，角度，溫度，長度，高度，進度，限度，制度，態度，風度，氣度，程度，再度，過度，年度，度量衡，度日如年，一年一度
渡,渡,tou˨
悼,悼,tou˨
道,道,tou˨
鍍,镀,tou˨
芏,芏,tou˨
齋,斋,tsaːi˥
齎,赍,tsaːi˥
債,债,tsaːi˧
㴓,㴓,tsaːi˧˥
寨,寨,tsaːi˨
眥,眦,tsaːi˨
窄,窄,tsaːk˧
嘖,啧,tsaːk˧
責,责,tsaːk˧
咋,咋,tsaːk˧,咋舌,咬住
賾,赜,tsaːk˧/tsaːk˨
宅,宅,tsaːk˨
擇,择,tsaːk˨
澤,泽,tsaːk˨
摘,摘,tsaːk˨
躑,踯,tsaːk˨
擲,掷,tsaːk˨
謫,谪,tsaːk˨
磔,磔,tsaːk˨
翟,翟,tsaːk˨,"",（姓）
簪,簪,tsaːm˥,"","",簮
湛,湛,tsaːm˧
蘸,蘸,tsaːm˧
斬,斩,tsaːm˧˥
嶄,崭,tsaːm˧˥
站,站,tsaːm˨
鏨,錾,tsaːm˨
暫,暂,tsaːm˨
讚,赞,tsaːn˧
贊,赞,tsaːn˧
瓚,瓒,tsaːn˧
趲,趱,tsaːn˧˥
盞,盏,tsaːn˧˥
攢,攒,tsaːn˧˥
棧,栈,tsaːn˨
綻,绽,tsaːn˨
撰,撰,tsaːn˨
賺,赚,tsaːn˨
饌,馔,tsaːn˨
攥,攥,tsaːn˨
眨,眨,tsaːp˧
咂,咂,tsaːp˧
匝,匝,tsaːp˧
砸,砸,tsaːp˧
閘,闸,tsaːp˨
集,集,tsaːp˨
習,习,tsaːp˨
雜,杂,tsaːp˨
什,什,tsaːp˨,什錦，什物，家什,各種各樣，雜樣
襲,袭,tsaːp˨
隰,隰,tsaːp˨
札,札,tsaːt˧
扎,扎,tsaːt˧
軋,轧,tsaːt˧,軋鋼，軋機，熱軋，冷軋,壓制鋼材的過程
紮,扎,tsaːt˧,"","",紥
鍘,铡,tsaːt˧
拶,拶,tsaːt˧
嘲,嘲,tsaːu˥
罩,罩,tsaːu˧
笊,笊,tsaːu˧
爪,爪,tsaːu˧˥
找,找,tsaːu˧˥
掙,挣,tsaːŋ˥,"",（口語）
睜,睁,tsaːŋ˥,"",（口語）
爭,争,tsaːŋ˥,"",（口語）
猙,狰,tsaːŋ˥,"",（口語）
琤,琤,tsaːŋ˥,"",（口語）
諍,诤,tsaːŋ˧/tsɐŋ˧
掙,挣,tsaːŋ˨,掙錢，掙脫，掙開，掙命，掙揣,通過勞動獲取報酬；儘力擺脫
渣,渣,tsaː˥
糌,糌,tsaː˥
吒,吒,tsaː˥,哪吒，木吒，金吒,佛教的護法神名
咱,咱,tsaː˥
楂,楂,tsaː˥
齇,齇,tsaː˥
查,查,tsaː˥,"",（姓）
咋,咋,tsaː˥,咋呼，咋唬,（方言）吆喝，喊叫，炫耀，張揚
喳,喳,tsaː˥
挓,挓,tsaː˥
猹,猹,tsaː˥
抓,抓,tsaː˥/tsaːu˧˥
炸,炸,tsaː˧
詐,诈,tsaː˧
乍,乍,tsaː˧
榨,榨,tsaː˧,"","",搾
柞,柞,tsaː˧,柞水,（地名）
蚱,蚱,tsaː˧/tsaːk˧
咋,咋,tsaː˧˥,咋辦，咋樣，咋回事,（方言）怎，怎麼
嵖,嵖,tsaː˨
膪,膪,tsaː˨
瞻,瞻,tsiːm˥
占,占,tsiːm˥
詹,詹,tsiːm˥
譫,谵,tsiːm˥
尖,尖,tsiːm˥
沾,沾,tsiːm˥
霑,沾,tsiːm˥,霑水，黃霑,（多用於人名）浸濕
佔,占,tsiːm˧
漸,渐,tsiːm˨
煎,煎,tsiːn˥
箋,笺,tsiːn˥
羶,膻,tsiːn˥,"","",羴
氈,毡,tsiːn˥,"","",氊
栴,栴,tsiːn˥
鸇,鹯,tsiːn˥
旃,旃,tsiːn˥
箭,箭,tsiːn˧
顫,颤,tsiːn˧
濺,溅,tsiːn˧
戰,战,tsiːn˧
餞,饯,tsiːn˧
薦,荐,tsiːn˧
展,展,tsiːn˧˥
輾,辗,tsiːn˧˥
碾,碾,tsiːn˧˥,碾米，碾碎,（俗）
剪,剪,tsiːn˧˥
翦,翦,tsiːn˧˥
搌,搌,tsiːn˧˥
戩,戬,tsiːn˧˥
闡,阐,tsiːn˧˥/tsʰiːn˧˥
賤,贱,tsiːn˨
楫,楫,tsiːp˧
摺,折,tsiːp˧
褶,褶,tsiːp˧
囁,嗫,tsiːp˧
輒,辄,tsiːp˧
浹,浃,tsiːp˧
接,接,tsiːp˧
霅,霅,tsiːp˧
唧,唧,tsiːt˥
浙,浙,tsiːt˧
節,节,tsiːt˧
蜇,蜇,tsiːt˧
癤,疖,tsiːt˧
櫛,栉,tsiːt˧
哲,哲,tsiːt˧,"","",喆
婕,婕,tsiːt˧
折,折,tsiːt˧
截,截,tsiːt˨
睫,睫,tsiːt˨
捷,捷,tsiːt˨
椒,椒,tsiːu˥
朝,朝,tsiːu˥,朝夕，朝氣，今朝，朝思暮想,早晨
焦,焦,tsiːu˥
礁,礁,tsiːu˥
蕉,蕉,tsiːu˥
招,招,tsiːu˥
照,照,tsiːu˧
詔,诏,tsiːu˧
醮,醮,tsiːu˧
沼,沼,tsiːu˧˥
剿,剿,tsiːu˧˥
召,召,tsiːu˨,召喚，號召,呼喚，招致
趙,赵,tsiːu˨
嚼,嚼,tsiːu˨,倒嚼，反嚼，回嚼,反芻
蜘,蜘,tsiː˥
脂,脂,tsiː˥
支,支,tsiː˥
枝,枝,tsiː˥
姿,姿,tsiː˥
咨,咨,tsiː˥
滋,滋,tsiː˥
孜,孜,tsiː˥
茲,兹,tsiː˥,今茲，來茲，茲啟者，茲事體大，念茲在茲,此，這個，現在，此時，此地
吱,吱,tsiː˥,吱聲，咯吱，嘎吱，吱吱叫，吱吱響，不吱聲，吱嘍嘍，吱的一聲,（象聲詞）尖細的聲音，小動物的叫聲；發出聲音
輜,辎,tsiː˥
肢,肢,tsiː˥
芝,芝,tsiː˥
齜,龇,tsiː˥
諮,谘,tsiː˥
之,之,tsiː˥
知,知,tsiː˥
貲,赀,tsiː˥
資,资,tsiː˥
鼒,鼒,tsiː˥,"",上端口斂而口小的鼎
淄,淄,tsiː˥
氏,氏,tsiː˥,閼氏，月氏
祗,祗,tsiː˥,祗仰，祗候，祗待，祗候光臨，祗請尊安,恭敬
鯔,鲻,tsiː˥
梔,栀,tsiː˥
孳,孳,tsiː˥
仔,仔,tsiː˥,仔肩,責任，負擔
卮,卮,tsiː˥
粢,粢,tsiː˥
呲,呲,tsiː˥
胝,胝,tsiː˥/tɐi˥
致,致,tsiː˧
輊,轾,tsiː˧
至,至,tsiː˧
緻,致,tsiː˧
質,质,tsiː˧,質押，質當，人質,用人或財物作抵押品
誌,志,tsiː˧
志,志,tsiː˧
置,置,tsiː˧
摯,挚,tsiː˧
智,智,tsiː˧
痣,痣,tsiː˧
躓,踬,tsiː˧
贄,贽,tsiː˧
識,识,tsiː˧,標識，款識，博聞強識,標記，記號
恣,恣,tsiː˧/tsʰiː˧
子,子,tsiː˧˥
止,止,tsiː˧˥
只,只,tsiː˧˥,"","",祗
指,指,tsiː˧˥
紙,纸,tsiː˧˥
旨,旨,tsiː˧˥
紫,紫,tsiː˧˥
址,址,tsiː˧˥
籽,籽,tsiː˧˥
滓,滓,tsiː˧˥
梓,梓,tsiː˧˥
咫,咫,tsiː˧˥
姊,姊,tsiː˧˥
仔,仔,tsiː˧˥,仔細，仔密,小心，細心
祉,祉,tsiː˧˥
酯,酯,tsiː˧˥
趾,趾,tsiː˧˥
芷,芷,tsiː˧˥
秭,秭,tsiː˧˥
黹,黹,tsiː˧˥
祀,祀,tsiː˨
巳,巳,tsiː˨
雉,雉,tsiː˨
字,字,tsiː˨
痔,痔,tsiː˨
俟,俟,tsiː˨,俟機，俟候,等待，等候
治,治,tsiː˨
自,自,tsiː˨
稚,稚,tsiː˨
飼,饲,tsiː˨
嗣,嗣,tsiː˨
耜,耜,tsiː˨
伺,伺,tsiː˨,伺機，伺便，伺探，窺伺,觀察，探察，偵候
彘,彘,tsiː˨
兕,兕,tsiː˨
豸,豸,tsiː˨/tsaːi˨
寺,寺,tsiː˨/tsiː˧˥
峙,峙,tsiː˨/tsʰiː˩˧
遭,遭,tsou˥
租,租,tsou˥
糟,糟,tsou˥,"","",蹧
灶,灶,tsou˧,"","",竈
組,组,tsou˧˥
藻,藻,tsou˧˥
蚤,蚤,tsou˧˥
早,早,tsou˧˥
棗,枣,tsou˧˥
祖,祖,tsou˧˥
駔,驵,tsou˧˥,"",駿馬，壯馬
澡,澡,tsou˧˥/tsʰou˧
做,做,tsou˨
造,造,tsou˨,造型，造句，造紙，造船，造化，造反，造謠，製造，創造，構造，人造，改造，塑造，編造，捏造,生產，製作
皂,皂,tsou˨
祚,祚,tsou˨
慥,慥,tsou˨/tsʰou˧
磚,砖,tsyːn˥
顓,颛,tsyːn˥
尊,尊,tsyːn˥
專,专,tsyːn˥
鱒,鳟,tsyːn˥/tsyːn˧
鐫,镌,tsyːn˥/tsɵn˧
轉,转,tsyːn˧,"",（不及物動詞）
鑽,钻,tsyːn˧,鑽石，電鑽，鑽戒,（名詞）穿孔的工具；鑽石
鑽,钻,tsyːn˧/tsyːn˥,鑽井，鑽孔，鑽研,（動詞）穿孔；深入研究
轉,转,tsyːn˧˥,"",（及物動詞）
纂,纂,tsyːn˧˥
傳,传,tsyːn˧˥,傳記，自傳，外傳，別傳，列傳，經傳，紀傳體，不見經傳,（口語）記載某人一生事跡的文字
